rank,source_row_index,client_id,fraud_risk_score,profile_fraud_label,split,model_name,tx_count_total,tx_amount_sum,tx_amount_mean,tx_freq_per_day,top_email_domain,identity_present,low_history_flag,history_support_score
430,151774,8755__59,0.8642086931654428,1,train,lgbm_auc_unweighted_seed2026,4,194.493,48.623250000000006,4.0,gmail.com,1,1,0.4
431,91600,11201__126,0.8641267407010532,1,val,lgbm_auc_unweighted_seed2026,8,338.848,42.356,8.0,gmail.com,1,0,0.8
432,105819,4151_387.0_78,0.8640085850270389,1,train,lgbm_auc_unweighted_seed2026,1,450.0,450.0,1.0,yahoo.com,1,1,0.1
433,27396,3489_356.0_17,0.8637539290105363,1,train,lgbm_auc_unweighted_seed2026,2,1000.0,500.0,2.0,outlook.com,1,1,0.2
434,122537,11233_324.0_134,0.8633724734748458,1,train,lgbm_auc_unweighted_seed2026,1,150.0,150.0,1.0,gmail.com,1,1,0.1
435,15388,3289__134,0.8633390068850504,1,val,lgbm_auc_unweighted_seed2026,1,35.966,35.966,1.0,gmail.com,1,1,0.1
436,153220,6054_226.0_10,0.8630983107811528,1,train,lgbm_auc_unweighted_seed2026,1,150.0,150.0,1.0,icloud.com,1,1,0.1
437,73717,9120__50,0.8628665030637264,1,train,lgbm_auc_unweighted_seed2026,1,18.481,18.481,1.0,gmail.com,1,1,0.1
438,166475,6741_204.0_54,0.8628497235802739,0,val,lgbm_auc_unweighted_seed2026,2,600.0,300.0,2.0,gmail.com,1,1,0.2
439,35934,4504__115,0.8627803454225184,1,train,lgbm_auc_unweighted_seed2026,8,293.807,36.725875,8.0,hotmail.com,1,0,0.8
440,71629,8436_204.0_27,0.8627500822585162,1,test,lgbm_auc_unweighted_seed2026,1,250.0,250.0,1.0,gmail.com,1,1,0.1
441,18440,7628__133,0.8623055702392228,1,train,lgbm_auc_unweighted_seed2026,4,244.568,61.142,1.9942411670003863,gmail.com,1,1,0.4
442,101872,10369__90,0.8622696639668674,1,train,lgbm_auc_unweighted_seed2026,1,126.882,126.882,1.0,gmail.com,1,1,0.1
443,110026,9026__61,0.8622215344530632,1,train,lgbm_auc_unweighted_seed2026,7,265.609,37.94414285714286,7.0,hotmail.com,1,0,0.7
444,123766,1976__81,0.8620263411370067,1,train,lgbm_auc_unweighted_seed2026,2,97.76,48.88,2.0,gmail.com,1,1,0.2
445,106692,1976__27,0.861916604113436,1,test,lgbm_auc_unweighted_seed2026,7,328.405,46.915,7.0,gmail.com,1,0,0.7
446,81844,3489_356.0_18,0.8616185923941264,1,train,lgbm_auc_unweighted_seed2026,1,500.0,500.0,1.0,outlook.com,1,1,0.1
447,81994,2415_126.0_81,0.8616014474789679,1,val,lgbm_auc_unweighted_seed2026,2,400.0,200.0,2.0,gmail.com,1,1,0.2
448,124032,8695_272.0_50,0.8615430771537661,1,train,lgbm_auc_unweighted_seed2026,1,100.0,100.0,1.0,gmail.com,1,1,0.1
449,1441,7099__169,0.861532104846443,1,val,lgbm_auc_unweighted_seed2026,1,37.503,37.503,1.0,gmail.com,1,1,0.1
450,41165,6019_315.0_61,0.8614810698987305,1,train,lgbm_auc_unweighted_seed2026,2,600.0,300.0,2.0,yahoo.com,1,1,0.2
451,116037,11201__149,0.8611436133025465,1,train,lgbm_auc_unweighted_seed2026,5,157.468,31.4936,0.239960806401621,gmail.com,1,0,0.5
452,96102,3154__120,0.861120860359195,1,train,lgbm_auc_unweighted_seed2026,17,732.002,43.05894117647058,0.5343078534305671,gmail.com,1,0,1.0
453,157182,10024__137,0.860561117450471,1,train,lgbm_auc_unweighted_seed2026,3,249.056,83.01866666666668,0.1254824198742465,gmail.com,1,1,0.3
454,118895,4329__134,0.8605458855323193,1,val,lgbm_auc_unweighted_seed2026,1,35.966,35.966,1.0,gmail.com,1,1,0.1
455,60356,12184__91,0.8604370458581423,1,train,lgbm_auc_unweighted_seed2026,8,316.90500000000003,39.613125,1.1698994617650045,hotmail.com,1,0,0.8
456,99485,9026__137,0.8604068886524427,1,val,lgbm_auc_unweighted_seed2026,8,665.8299999999999,83.22874999999999,0.8864186353102914,gmail.com,1,0,0.8
457,157145,2249_299.0_54,0.8603905169034127,1,train,lgbm_auc_unweighted_seed2026,2,2000.0,1000.0,2.0,gmail.com,1,1,0.2
458,113370,6344_315.0_86,0.860371958201011,1,train,lgbm_auc_unweighted_seed2026,2,350.0,175.0,2.0,protonmail.com,1,1,0.2
459,61366,4329__137,0.8601424486614767,1,train,lgbm_auc_unweighted_seed2026,5,449.236,89.8472,0.2251583144398405,gmail.com,1,0,0.5
460,145415,5303_315.0_107,0.8601416101812033,1,train,lgbm_auc_unweighted_seed2026,1,375.0,375.0,1.0,gmail.com,1,1,0.1
461,58159,16062__140,0.859685628803611,1,train,lgbm_auc_unweighted_seed2026,8,453.539,56.692375000000006,8.0,gmail.com,1,0,0.8
462,62219,9026__77,0.8596777290691922,1,val,lgbm_auc_unweighted_seed2026,10,313.944,31.3944,5.552949040123913,gmail.com,1,0,1.0
463,40589,9026__167,0.8594214988745142,1,train,lgbm_auc_unweighted_seed2026,38,1619.447,42.617026315789474,3.1295396053760367,gmail.com,1,0,1.0
464,99406,11233_204.0_91,0.8591973136560104,1,val,lgbm_auc_unweighted_seed2026,1,200.0,200.0,1.0,gmail.com,1,1,0.1
465,82052,2310_272.0_63,0.8589696915719354,0,val,lgbm_auc_unweighted_seed2026,1,200.0,200.0,1.0,gmail.com,1,1,0.1
466,112513,16199__120,0.8587257809388367,1,train,lgbm_auc_unweighted_seed2026,2,172.132,86.066,0.6881144946061859,hotmail.com,1,1,0.2
467,14079,7255__169,0.8584072613785543,1,train,lgbm_auc_unweighted_seed2026,2,108.45,54.225,2.0,gmail.com,1,1,0.2
468,140663,3094_191.0_111,0.8583976774423545,1,train,lgbm_auc_unweighted_seed2026,1,500.0,500.0,1.0,gmail.com,1,1,0.1
469,60855,10393_512.0_103,0.8583215397411057,1,val,lgbm_auc_unweighted_seed2026,1,300.0,300.0,1.0,gmail.com,1,1,0.1
470,165263,7099__168,0.8582095261431627,1,train,lgbm_auc_unweighted_seed2026,4,154.68299999999996,38.67074999999999,4.0,gmail.com,1,1,0.4
471,93131,3602__158,0.8581929409023501,1,train,lgbm_auc_unweighted_seed2026,2,99.598,49.799,0.9111136888504572,gmail.com,1,1,0.2
472,80437,9026__70,0.8575097542338703,1,train,lgbm_auc_unweighted_seed2026,15,613.508,40.900533333333335,5.014587186491569,hotmail.com,1,0,1.0
473,65080,15885__113,0.8574337872349803,1,train,lgbm_auc_unweighted_seed2026,53,2109.443,39.80081132075472,0.830016764555065,hotmail.com,1,0,1.0
474,53961,9026__116,0.8573726938529292,1,train,lgbm_auc_unweighted_seed2026,16,1071.2810000000002,66.95506250000001,0.2776297201972809,gmail.com,1,0,1.0
475,62583,5009__89,0.8571773578697167,1,train,lgbm_auc_unweighted_seed2026,3,88.032,29.344,0.7489511216929994,hotmail.com,1,1,0.3
476,71277,6019__48,0.8566626274363971,1,train,lgbm_auc_unweighted_seed2026,2,122.664,61.332,0.3759226747942541,gmail.com,1,1,0.2
477,31240,14260__46,0.8564004064435343,1,val,lgbm_auc_unweighted_seed2026,1,149.248,149.248,1.0,gmail.com,1,1,0.1
478,171839,4301__46,0.8564004064435343,1,train,lgbm_auc_unweighted_seed2026,1,149.248,149.248,1.0,gmail.com,1,1,0.1
479,140599,2256__-149,0.856371309916861,1,train,lgbm_auc_unweighted_seed2026,1,67.067,67.067,1.0,hotmail.com,1,1,0.1
480,63140,11626__-233,0.855883188924363,1,train,lgbm_auc_unweighted_seed2026,2,67.068,33.534,2.0,hotmail.com,1,1,0.2
481,36583,2801__120,0.8553334945830396,1,train,lgbm_auc_unweighted_seed2026,4,150.325,37.58125,4.0,gmail.com,1,1,0.4
482,141663,10568__3,0.8551239970951432,1,train,lgbm_auc_unweighted_seed2026,5,363.06,72.612,0.3145004357141453,outlook.com,1,0,0.5
483,58137,6907_239.0_11,0.8550649978391377,1,val,lgbm_auc_unweighted_seed2026,1,64.13,64.13,1.0,hotmail.com,1,1,0.1
484,4290,9026__141,0.8550606934094163,1,test,lgbm_auc_unweighted_seed2026,12,553.9949999999999,46.16624999999999,4.4126472052808765,gmail.com,1,0,1.0
485,69297,12253_122.0_5,0.8548357891400109,1,train,lgbm_auc_unweighted_seed2026,8,1550.0,193.75,1.3463055482513804,gmail.com,1,0,0.8
486,134955,9026__20,0.8547764109815469,1,train,lgbm_auc_unweighted_seed2026,26,1874.778,72.10684615384615,2.654101901255689,gmail.com,1,0,1.0
487,104718,4461__70,0.8546476915760787,1,train,lgbm_auc_unweighted_seed2026,14,533.8489999999999,38.13207142857142,0.1309485738881875,gmail.com,1,0,1.0
488,108469,1097_536.0_140,0.8545744049799836,1,train,lgbm_auc_unweighted_seed2026,1,500.0,500.0,1.0,gmail.com,1,1,0.1
489,20799,7794__45,0.8544361402188103,1,train,lgbm_auc_unweighted_seed2026,2,12.36,6.18,2.0,gmail.com,1,1,0.2
490,148258,6053_220.0_155,0.854309294887869,1,train,lgbm_auc_unweighted_seed2026,1,375.0,375.0,1.0,gmail.com,1,1,0.1
491,133106,10024_272.0_70,0.8542020551937388,1,train,lgbm_auc_unweighted_seed2026,1,75.0,75.0,1.0,anonymous.com,1,1,0.1
492,104642,2256__92,0.8541721229575355,1,train,lgbm_auc_unweighted_seed2026,14,495.648,35.40342857142857,0.2755236338505931,hotmail.com,1,0,1.0
493,16306,15885__140,0.8541235426346707,1,val,lgbm_auc_unweighted_seed2026,37,1637.7589999999998,44.26375675675675,1.488484360856884,gmail.com,1,0,1.0
494,53532,15885__95,0.8541150277954386,1,train,lgbm_auc_unweighted_seed2026,61,2378.583,38.99316393442623,0.9000568683472145,gmail.com,1,0,1.0
495,31374,4504__25,0.8540660191699327,1,train,lgbm_auc_unweighted_seed2026,5,281.27,56.254,0.0797646646966764,gmail.com,1,0,0.5
496,23641,14276__141,0.8540026689838945,1,train,lgbm_auc_unweighted_seed2026,6,112.878,18.813,6.0,gmail.com,1,0,0.6
497,70215,10568__139,0.8535983471937097,1,train,lgbm_auc_unweighted_seed2026,6,289.879,48.31316666666667,6.0,gmail.com,1,0,0.6
498,121587,10616_325.0_49,0.8534941536121922,1,test,lgbm_auc_unweighted_seed2026,1,225.0,225.0,1.0,gmail.com,1,1,0.1
499,132533,9300__79,0.853364385378109,1,train,lgbm_auc_unweighted_seed2026,9,309.713,34.41255555555556,0.595842892412658,gmail.com,1,0,0.9
500,112871,4347_191.0_119,0.8532920411266839,1,train,lgbm_auc_unweighted_seed2026,1,250.0,250.0,1.0,gmail.com,1,1,0.1
501,126049,14543__119,0.8532158154100029,1,train,lgbm_auc_unweighted_seed2026,8,179.56199999999998,22.44525,0.9150482544977958,outlook.com,1,0,0.8
502,16129,14276_130.0_9,0.8532103462481591,1,train,lgbm_auc_unweighted_seed2026,2,32.648,16.324,2.0,gmail.com,1,1,0.2
503,165013,15315__45,0.8530719739420548,1,test,lgbm_auc_unweighted_seed2026,2,28.8,14.4,2.0,gmail.com,1,1,0.2
504,172453,12571_299.0_33,0.8528170221738055,1,test,lgbm_auc_unweighted_seed2026,1,200.0,200.0,1.0,gmail.com,1,1,0.1
505,64847,5009__-435,0.8526006375915987,1,train,lgbm_auc_unweighted_seed2026,1,85.071,85.071,1.0,gmail.com,1,1,0.1
506,95559,6544__115,0.8524519038997357,1,train,lgbm_auc_unweighted_seed2026,7,275.671,39.38157142857143,0.2830957039477995,hotmail.com,1,0,0.7
507,161606,8755__28,0.8523619636886453,1,train,lgbm_auc_unweighted_seed2026,13,1098.498,84.49984615384616,13.0,gmail.com,1,0,1.0
508,161473,8755__107,0.8522311944947577,1,train,lgbm_auc_unweighted_seed2026,8,720.0400000000001,90.00500000000001,0.1388555466382473,gmail.com,1,0,0.8
509,46457,9633__164,0.8522049949696417,1,test,lgbm_auc_unweighted_seed2026,10,515.3860000000001,51.53860000000001,1.6971492214524375,gmail.com,1,0,1.0
510,64147,12839_469.0_102,0.8521914069225206,1,train,lgbm_auc_unweighted_seed2026,1,300.0,300.0,1.0,yahoo.com,1,1,0.1
511,13561,15885__153,0.8519716586505557,1,train,lgbm_auc_unweighted_seed2026,36,1355.262,37.646166666666666,3.662090231247152,gmail.com,1,0,1.0
512,22208,9300__127,0.8517647451612319,1,val,lgbm_auc_unweighted_seed2026,9,265.164,29.462666666666664,9.0,gmail.com,1,0,0.9
513,125613,10876__133,0.8517478325303175,1,train,lgbm_auc_unweighted_seed2026,4,375.213,93.80325,0.0957385539655457,gmail.com,1,1,0.4
514,14008,11201__111,0.8513471439207879,0,val,lgbm_auc_unweighted_seed2026,8,582.5699999999999,72.82124999999999,8.0,gmail.com,1,0,0.8
515,73312,8755__85,0.8511631990215073,1,train,lgbm_auc_unweighted_seed2026,7,286.994,40.999142857142864,6.946294850002297,gmail.com,1,0,0.7
516,132760,7919_126.0_131,0.8509365929609531,1,test,lgbm_auc_unweighted_seed2026,1,450.0,450.0,1.0,gmail.com,1,1,0.1
517,51032,1214_126.0_131,0.8508531539170447,1,train,lgbm_auc_unweighted_seed2026,1,450.0,450.0,1.0,gmail.com,1,1,0.1
518,79279,12544_225.0_8,0.8507236083084678,1,train,lgbm_auc_unweighted_seed2026,1,50.0,50.0,1.0,outlook.com,1,1,0.1
519,35297,10876__140,0.850168186936497,1,train,lgbm_auc_unweighted_seed2026,5,209.279,41.8558,5.0,outlook.com,1,0,0.5
520,164692,16773__15,0.8501663720063373,1,train,lgbm_auc_unweighted_seed2026,1,31.191,31.191,1.0,outlook.com,1,1,0.1
521,161050,3780__118,0.8499911578846686,1,train,lgbm_auc_unweighted_seed2026,3,243.41,81.13666666666666,0.4079403576088274,gmail.com,1,1,0.3
522,52647,9633__-349,0.8499077747312035,1,train,lgbm_auc_unweighted_seed2026,1,87.302,87.302,1.0,outlook.com,1,1,0.1
523,95847,2039_476.0_65,0.8497652661932602,1,train,lgbm_auc_unweighted_seed2026,2,700.0,350.0,2.0,gmail.com,1,1,0.2
524,41489,16062__155,0.8496972255326734,1,train,lgbm_auc_unweighted_seed2026,5,125.498,25.0996,5.0,gmail.com,1,0,0.5
525,152046,13526_272.0_59,0.8495951408714135,1,train,lgbm_auc_unweighted_seed2026,1,300.0,300.0,1.0,gmail.com,1,1,0.1
526,100604,2256__19,0.8495650140887087,1,train,lgbm_auc_unweighted_seed2026,9,693.2040000000001,77.02266666666668,9.0,gmail.com,1,0,0.9
527,4119,7177__109,0.8492402447635429,1,train,lgbm_auc_unweighted_seed2026,2,331.584,165.792,2.0,gmail.com,1,1,0.2
528,2207,3601__96,0.8491943780177639,1,train,lgbm_auc_unweighted_seed2026,1,310.559,310.559,1.0,gmail.com,1,1,0.1
529,14114,8755__129,0.8490481116437828,1,val,lgbm_auc_unweighted_seed2026,5,249.609,49.9218,5.0,gmail.com,1,0,0.5
530,118836,5812__112,0.8490247597901892,1,train,lgbm_auc_unweighted_seed2026,15,613.77,40.918,0.2851695339480468,hotmail.com,1,0,1.0
531,96185,4154__170,0.8487855270142928,1,train,lgbm_auc_unweighted_seed2026,1,66.398,66.398,1.0,gmail.com,1,1,0.1
532,151370,11735_330.0_75,0.8483339597883257,1,train,lgbm_auc_unweighted_seed2026,1,200.0,200.0,1.0,gmail.com,1,1,0.1
533,12862,6907__43,0.8482361902054667,1,test,lgbm_auc_unweighted_seed2026,1,15.333,15.333,1.0,gmail.com,1,1,0.1
534,62215,9633__139,0.8482212129401266,1,train,lgbm_auc_unweighted_seed2026,14,590.3300000000002,42.16642857142858,0.3352540597171294,gmail.com,1,0,1.0
535,70944,16873_325.0_125,0.8481786631616695,1,train,lgbm_auc_unweighted_seed2026,1,15.0,15.0,1.0,gmail.com,1,1,0.1
536,155670,18301_161.0_7,0.8481472518437888,1,train,lgbm_auc_unweighted_seed2026,2,95.029,47.5145,2.0,hotmail.com,1,1,0.2
537,54668,12548_296.0_36,0.847914594800322,1,train,lgbm_auc_unweighted_seed2026,1,100.0,100.0,1.0,gmail.com,1,1,0.1
538,34492,3154__167,0.8475284622938718,1,train,lgbm_auc_unweighted_seed2026,21,689.4990000000001,32.83328571428572,2.4623569087540966,gmail.com,1,0,1.0
539,3269,9917__112,0.847068573768856,1,train,lgbm_auc_unweighted_seed2026,27,1960.331,72.60485185185183,27.0,hotmail.com,1,0,1.0
540,70422,15511_472.0_55,0.8470051081046683,1,train,lgbm_auc_unweighted_seed2026,1,450.0,450.0,1.0,gmail.com,1,1,0.1
541,2670,15146__56,0.8470027359184912,1,train,lgbm_auc_unweighted_seed2026,6,251.17200000000005,41.862,0.0606672981495771,gmail.com,1,0,0.6
542,37752,3154__92,0.8469103507217086,1,train,lgbm_auc_unweighted_seed2026,29,665.1300000000001,22.93551724137932,0.8265899634111219,hotmail.com,1,0,1.0
543,52507,1085__18,0.8468832923607057,1,val,lgbm_auc_unweighted_seed2026,6,399.852,66.642,6.0,gmail.com,1,0,0.6
544,92784,15885__182,0.8466882402981197,1,train,lgbm_auc_unweighted_seed2026,19,1470.253,77.38173684210525,19.0,gmail.com,1,0,1.0
545,115099,9026__63,0.846489258404768,1,train,lgbm_auc_unweighted_seed2026,11,750.8420000000001,68.25836363636364,2.605656006250942,gmail.com,1,0,1.0
546,34888,3698_330.0_28,0.8463392289337949,1,train,lgbm_auc_unweighted_seed2026,14,3380.0,241.42857142857144,3.95806337613382,gmail.com,1,0,1.0
547,48481,1976__117,0.8462204166008968,1,train,lgbm_auc_unweighted_seed2026,21,2316.5060000000003,110.30980952380952,21.0,gmail.com,1,0,1.0
548,6778,10736__78,0.8460160837005659,1,train,lgbm_auc_unweighted_seed2026,2,546.197,273.0985,0.1120139498854255,gmail.com,1,1,0.2
549,126678,13526_315.0_114,0.8460073161145858,1,train,lgbm_auc_unweighted_seed2026,3,2013.0,671.0,1.302316233733608,mail.com,0,1,0.3
550,61147,3682_299.0_109,0.8458500914638739,1,val,lgbm_auc_unweighted_seed2026,3,1500.0,500.0,3.0,gmail.com,1,1,0.3
551,17256,16346__78,0.8454076306611894,1,val,lgbm_auc_unweighted_seed2026,2,68.758,34.379,2.0,gmail.com,1,1,0.2
552,161825,16659_299.0_79,0.8452835713558919,1,train,lgbm_auc_unweighted_seed2026,2,400.0,200.0,2.0,gmail.com,1,1,0.2
553,115164,5812__67,0.8451741094615179,1,train,lgbm_auc_unweighted_seed2026,10,356.6,35.660000000000004,10.0,gmail.com,1,0,1.0
554,159079,2616_448.0_163,0.8451724968136425,1,val,lgbm_auc_unweighted_seed2026,1,300.0,300.0,1.0,gmail.com,1,1,0.1
555,18639,3507_123.0_90,0.8450412622551107,1,train,lgbm_auc_unweighted_seed2026,1,150.0,150.0,1.0,yahoo.com,1,1,0.1
556,57611,16062__77,0.844913200095812,1,train,lgbm_auc_unweighted_seed2026,3,61.749,20.583,0.733274301734454,gmail.com,1,1,0.3
557,107928,2616_126.0_175,0.8447140547089549,1,train,lgbm_auc_unweighted_seed2026,3,3419.0,1139.6666666666667,3.0,mail.com,0,1,0.3
558,170495,5365__59,0.8440987824384555,1,val,lgbm_auc_unweighted_seed2026,2,81.205,40.6025,2.0,gmail.com,1,1,0.2
559,101752,3702__78,0.8440837413382186,1,train,lgbm_auc_unweighted_seed2026,13,615.9920000000001,47.38400000000001,0.1784385199706732,hotmail.com,1,0,1.0
560,26163,12730__-15,0.844026173377514,1,train,lgbm_auc_unweighted_seed2026,1,8.459,8.459,1.0,gmail.com,1,1,0.1
561,31183,15399_485.0_55,0.8438834405224982,1,train,lgbm_auc_unweighted_seed2026,1,275.0,275.0,1.0,gmail.com,1,1,0.1
562,77156,16346__110,0.8438231063557763,1,train,lgbm_auc_unweighted_seed2026,3,84.406,28.13533333333333,3.0,gmail.com,1,1,0.3
563,92546,1769_476.0_112,0.8435838157425354,0,test,lgbm_auc_unweighted_seed2026,1,350.0,350.0,1.0,gmail.com,1,1,0.1
564,47875,16062__112,0.8431696187015342,1,train,lgbm_auc_unweighted_seed2026,4,263.401,65.85025,4.0,gmail.com,1,1,0.4
565,110315,16795_472.0_79,0.8429382234603274,1,train,lgbm_auc_unweighted_seed2026,1,200.0,200.0,1.0,gmail.com,1,1,0.1
566,12858,5583__89,0.8428389512574694,1,train,lgbm_auc_unweighted_seed2026,5,280.855,56.17100000000001,0.0836785395925397,gmail.com,1,0,0.5
567,64792,12778__34,0.84283735975079,1,train,lgbm_auc_unweighted_seed2026,2,89.548,44.774,2.0,gmail.com,1,1,0.2
568,47399,2616_330.0_131,0.8428337428604394,1,train,lgbm_auc_unweighted_seed2026,8,6503.0,812.875,1.1557523426056595,comcast.net,0,0,0.8
569,3415,15885__138,0.842214309892225,1,test,lgbm_auc_unweighted_seed2026,25,1121.1549999999995,44.84619999999999,1.2842893361175458,gmail.com,1,0,1.0
570,119331,11755_123.0_71,0.8422053337543747,1,train,lgbm_auc_unweighted_seed2026,1,150.0,150.0,1.0,outlook.com,1,1,0.1
571,22346,1976__51,0.8421990566924887,1,test,lgbm_auc_unweighted_seed2026,6,298.2049999999999,49.70083333333332,3.54388843314192,gmail.com,1,0,0.6
572,92339,5812__85,0.8420172981055325,1,train,lgbm_auc_unweighted_seed2026,16,415.0969999999999,25.943562499999995,0.2389460653236782,gmail.com,1,0,1.0
573,37764,8755__79,0.8419834147133591,1,train,lgbm_auc_unweighted_seed2026,3,96.979,32.32633333333333,0.0404662549370938,outlook.com,1,1,0.3
574,110205,10086__2,0.8419250783882325,1,train,lgbm_auc_unweighted_seed2026,4,211.349,52.83725,1.4555317365723406,gmail.com,1,1,0.4
575,73642,9593_384.0_120,0.8419053733133395,1,train,lgbm_auc_unweighted_seed2026,1,200.0,200.0,1.0,gmail.com,1,1,0.1
576,88401,9500_264.0_90,0.8417849914376261,1,train,lgbm_auc_unweighted_seed2026,2,600.0,300.0,2.0,anonymous.com,1,1,0.2
577,73218,16746__91,0.8415271616142845,1,train,lgbm_auc_unweighted_seed2026,4,124.769,31.19225,4.0,gmail.com,1,1,0.4
578,60474,2256__70,0.8414320718778645,1,test,lgbm_auc_unweighted_seed2026,12,710.575,59.21458333333334,0.1619077631711684,gmail.com,1,0,1.0
579,4506,3178_299.0_95,0.8413126810175219,1,train,lgbm_auc_unweighted_seed2026,2,459.95,229.975,2.0,gmail.com,1,1,0.2
580,2509,16746__102,0.8412054985852895,1,train,lgbm_auc_unweighted_seed2026,3,110.604,36.868,1.5044401880550236,outlook.com,1,1,0.3
581,136964,14276__77,0.8411560792220646,1,val,lgbm_auc_unweighted_seed2026,4,112.08,28.02,4.0,hotmail.com,1,1,0.4
582,40417,2256__91,0.8409298510783001,1,test,lgbm_auc_unweighted_seed2026,9,344.27400000000006,38.25266666666667,0.6671528462957402,gmail.com,1,0,0.9
583,19315,4151_330.0_76,0.8406905634779023,1,train,lgbm_auc_unweighted_seed2026,1,450.0,450.0,1.0,yahoo.com,1,1,0.1
584,34618,5812__147,0.8404162201089472,1,train,lgbm_auc_unweighted_seed2026,8,404.047,50.505875,8.0,gmail.com,1,0,0.8
585,73193,13832__142,0.8402740282483929,1,train,lgbm_auc_unweighted_seed2026,10,504.156,50.4156,0.4017348996034727,gmail.com,1,0,1.0
586,119484,14076__165,0.8399405925050718,1,train,lgbm_auc_unweighted_seed2026,2,108.45,54.225,0.5542262962416529,gmail.com,1,1,0.2
587,67542,14276__125,0.839752311517756,1,train,lgbm_auc_unweighted_seed2026,10,369.127,36.9127,0.2213039927953255,gmail.com,1,0,1.0
588,141833,9026__59,0.8395838983843075,1,train,lgbm_auc_unweighted_seed2026,13,784.4319999999999,60.34092307692307,0.6161674843283791,hotmail.com,1,0,1.0
589,163949,16062__-402,0.8395492520749858,1,val,lgbm_auc_unweighted_seed2026,2,174.709,87.3545,0.1109728232179806,gmail.com,1,1,0.2
590,38523,5583__110,0.8395190739522005,1,train,lgbm_auc_unweighted_seed2026,12,591.447,49.28725,0.2147136416266132,gmail.com,1,0,1.0
591,76368,2801__167,0.8392944575355754,1,train,lgbm_auc_unweighted_seed2026,3,288.188,96.06266666666666,3.0,gmail.com,1,1,0.3
592,119168,18159_327.0_79,0.8391849249627568,1,train,lgbm_auc_unweighted_seed2026,2,400.0,200.0,2.0,gmail.com,1,1,0.2
593,109365,9633__114,0.8390948951119866,1,val,lgbm_auc_unweighted_seed2026,29,1802.125,62.14224137931034,0.6887385907742124,gmail.com,1,0,1.0
594,87982,2256__117,0.8390000312520294,1,val,lgbm_auc_unweighted_seed2026,19,1366.3079999999998,71.91094736842103,19.0,gmail.com,1,0,1.0
595,70265,5938_299.0_82,0.8388791268030037,1,test,lgbm_auc_unweighted_seed2026,2,800.0,400.0,2.0,gmail.com,1,1,0.2
596,117845,6019_327.0_69,0.8385208136236645,1,train,lgbm_auc_unweighted_seed2026,1,450.0,450.0,1.0,gmail.com,1,1,0.1
597,147149,9026__21,0.8384782024819311,1,train,lgbm_auc_unweighted_seed2026,23,1625.6549999999995,70.68065217391303,5.50766894120386,gmail.com,1,0,1.0
598,133804,15063__67,0.8384678624334587,1,train,lgbm_auc_unweighted_seed2026,13,226.45500000000004,17.419615384615387,13.0,anonymous.com,1,0,1.0
599,76440,9803_325.0_69,0.8383314717096804,1,val,lgbm_auc_unweighted_seed2026,1,450.0,450.0,1.0,gmail.com,1,1,0.1
600,173903,14276__133,0.8379400518365033,1,train,lgbm_auc_unweighted_seed2026,2,188.621,94.3105,2.0,hotmail.com,1,1,0.2
601,124447,15885__112,0.8378558724671833,1,train,lgbm_auc_unweighted_seed2026,86,5207.17,60.54848837209303,1.7989432080233876,gmail.com,1,0,1.0
602,9114,9026__76,0.8375021009473469,1,test,lgbm_auc_unweighted_seed2026,11,597.493,54.31754545454546,11.0,hotmail.com,1,0,1.0
603,157204,2801__28,0.8374672982630552,1,train,lgbm_auc_unweighted_seed2026,6,313.224,52.204,6.0,gmail.com,1,0,0.6
604,43251,17284__180,0.8372115912700171,1,train,lgbm_auc_unweighted_seed2026,2,98.368,49.184000000000005,2.0,hotmail.com,1,1,0.2
605,160155,16070_325.0_44,0.8370253605521585,1,train,lgbm_auc_unweighted_seed2026,2,75.0,37.5,2.0,hotmail.com,1,1,0.2
606,9278,3887__114,0.8369766167732082,1,train,lgbm_auc_unweighted_seed2026,3,133.847,44.61566666666667,3.0,gmail.com,1,1,0.3
607,92697,16062__65,0.8369639837240135,1,train,lgbm_auc_unweighted_seed2026,6,302.464,50.41066666666666,0.3217329889267747,hotmail.com,1,0,0.6
608,8040,16075_384.0_161,0.8368367240140365,1,train,lgbm_auc_unweighted_seed2026,1,600.0,600.0,1.0,gmail.com,1,1,0.1
609,130824,5350_324.0_56,0.8367145722558732,1,train,lgbm_auc_unweighted_seed2026,1,15.0,15.0,1.0,anonymous.com,1,1,0.1
610,157972,15885__163,0.8363080078244794,1,train,lgbm_auc_unweighted_seed2026,78,2308.4330000000004,29.59529487179488,4.837240550649552,gmail.com,1,0,1.0
611,89576,10876__2,0.836235555107509,1,train,lgbm_auc_unweighted_seed2026,8,196.233,24.529125,0.2593849739095192,gmail.com,1,0,0.8
612,2706,8755__119,0.8356390348842504,1,train,lgbm_auc_unweighted_seed2026,22,1255.3439999999996,57.06109090909089,18.72930789847076,hotmail.com,1,0,1.0
613,76748,7949__117,0.8355615416224029,1,train,lgbm_auc_unweighted_seed2026,1,58.366,58.366,1.0,gmail.com,1,1,0.1
614,104586,3278_177.0_99,0.835351171840002,1,val,lgbm_auc_unweighted_seed2026,1,450.0,450.0,1.0,gmail.com,1,1,0.1
615,156851,9026__105,0.8351685575843405,1,train,lgbm_auc_unweighted_seed2026,8,684.073,85.509125,8.0,gmail.com,1,0,0.8
